case;set;source;sex;age;agecat;education;profstatus;position;si1;si2;si3;si17;si13;si14;si15;si4;si25;si5;si26;si6;si27;si28;si7;si18;si20;si21;si9;si10;si11;si22;si8;si23;si19;si16;si29;si30;si12;si24;si31;si32
1 089;validation;daycare;female; ; ;collegevocational;working;employee;3;4;4;4;3;4;4;3;5;5;4;5;3;4;5;4;5;5;3;5;2;5;5;3;4;3;5;3;2;5;5;4
284;validation;student;female;21-25;young;academic;student; ;4;5;5;4;3;3;4;4;4;5;4;5;2;4;5;3;3;4;3;3;4;5;4;3;4;2;5;2;3;4;4;5
875;validation;daycare;female; ; ;collegevocational;working;manager;5;4;5;6;5;5;5;5;5;6;5;5;5;5;5;5;6;5;1;5;1;5;5;5;5;5;6;1;1;6;5;6
434;validation;company;female;21-25;young; ;working;employee;4;4;4;5;5;5;5;3;3;4;3;6;2;4;5;5;6;6;3;4;4;4;4;3;5;4;5;2;3;3;3;3
304;validation;daycare;female; ; ;collegevocational;working;employee;4;5;4;5;5;4;4;5;5;4;5;4;4;3;4;4;4;4;3;5;4;4;4;3;4;4;5;1;2;4;4;
225;validation;daycare;female; ; ;academic;working;manager;4;4;4;5;4;4;4;4;5;5;5;5;4;4;4;4;5;5;3;5;3;5;4;3;5;3;5;1;2;4;5;5
865;validation;company;female;31-35;old; ;working;employee;5;5;5;4;4;3;5;5;4;6;5;5;3;6;6;5;4;6;0;6;1;6;6;5;5;6;6;0;0;6;5;6
914;validation;daycare;female; ; ;collegevocational;working;employee;3;4;4;4;5;4;4;4;3;5;5;4;3;4;5;4;5;6;3;4;3;4;5;4;5;3;4;3;2;4;4;4
351;validation;daycare;female; ; ;collegevocational;working;employee;5;5;5;5;5;4;5;4;5;5;5;5;5;4;6;2;4;5;1;5;1;5;5;1;5;5;4;1;1;4;5;4
805;validation;daycare;female; ; ;collegevocational;working;employee;4;4;4;5;4;3;4;4;5;5;6;4;3;4;6;3;4;4;3;5;;4;4;3;4;4;4;1;2;4;4;3
695;validation;daycare;female; ; ;collegevocational;working;employee;4;5;5;5;5;3;5;5;4;5;4;4;3;4;5;4;4;5;2;5;3;5;5;3;5;3;5;1;1;5;5;4
291;validation;daycare;female; ; ;collegevocational;working;employee;5;5;5;5;4;4;4;5;6;6;5;5;4;5;5;5;6;5;1;4;2;6;6;5;5;5;5;1;1;5;5;6
269;validation;student;female;31-35;old;academic;working; ;3;6;4;3;3;3;3;2;5;4;4;3;2;3;5;2;1;3;5;5;4;2;4;3;3;4;4;2;3;5;4;4
1 086;validation;company;female;56-65;old; ;working;manager;5;5;4;4;3;4;3;3;4;3;4;4;3;4;4;3;4;3;2;5;3;3;5;3;4;3;5;1;2;3;5;5
1 034;validation;daycare;female; ; ;collegevocational;working;employee;5;5;6;5;3;4;5;5;6;5;4;5;4;4;6;4;6;4;4;5;2;6;5;;5;4;5;0;2;6;5;6
142;validation;daycare;female; ; ; ;working;employee;4;4;4;4;4;5;3;4;5;6;4;4;4;4;5;3;5;4;3;5;3;5;4;4;6;5;5;3;2;4;5;5
719;validation;student;female;26-30;young;academic;student; ;5;5;5;4;4;4;4;3;3;4;4;4;3;3;4;4;3;4;3;5;3;5;4;3;2;3;1;2;3;3;1;3
1 200;validation;daycare;female; ; ;collegevocational;working;employee;5;6;3;5;6;5;6;6;6;3;5;5;3;5;5;6;5;5;3;6;1;6;6;5;6;6;6;;0;5;6;6
818;validation;daycare;female; ; ;collegevocational;working;employee;5;4;4;5;6;4;5;5;6;5;5;4;3;5;4;4;5;5;3;4;5;3;5;5;4;5;5;0;1;3;5;5
11;validation;student;female;26-30;young;academic;working; ;5;4;5;5;3;5;3;3;4;3;5;3;3;3;3;3;6;3;4;3;4;3;3;3;5;3;3;3;2;3;3;2
809;validation;daycare;female; ; ;collegevocational;working;employee;4;3;4;4;3;3;4;4;4;4;3;4;4;3;5;3;3;4;3;4;3;4;5;4;4;4;5;2;2;4;4;4
332;validation;daycare;female; ; ;academic;working;employee;3;4;4;4;4;4;4;3;4;3;3;5;3;3;4;4;2;2;4;3;5;3;5;3;5;3;5;2;3;2;3;5
552;validation;daycare;female; ; ;collegevocational;working;employee;4;4;4;4;4;4;4;4;5;4;4;4;4;3;4;3;4;4;3;4;3;4;4;3;5;4;4;1;1;4;5;4
97;validation;daycare;female; ; ;collegevocational;working;employee;3;4;4;3;3;5;4;3;4;5;5;4;3;4;4;3;3;5;1;5;2;4;5;3;4;3;3;2;2;4;4;3
173;validation;daycare;female; ; ;academic;working;employee;4;4;4;4;5;3;4;4;5;3;3;4;3;3;4;3;4;3;3;5;3;3;4;3;4;5;4;2;2;5;3;4
910;validation;daycare;female; ; ;collegevocational;working;employee;3;4;4;4;3;3;4;4;4;4;3;4;3;3;4;3;4;4;2;4;2;4;4;3;4;4;4;3;3;4;3;3
742;validation;daycare;female; ; ; ;working;employee;4;5;5;4;5;4;5;4;6;5;5;4;4;4;5;3;4;4;3;4;3;4;5;4;4;5;5;2;3;4;4;5
595;validation;daycare;female; ; ;academic;working;employee;5;5;4;5;4;5;4;5;5;5;4;5;4;4;5;4;6;5;3;5;3;6;4;3;6;3;5;3;3;4;4;4
1 150;validation;daycare;female; ; ;collegevocational;working;employee;5;5;4;4;5;4;5;5;6;5;5;5;2;4;4;3;5;5;2;5;3;4;5;3;5;4;5;2;;4;5;4
659;validation;daycare;female; ; ;collegevocational;working;employee;5;5;5;6;5;6;5;5;5;6;5;5;5;5;6;6;6;6;1;6;3;6;6;5;6;5;6;0;1;6;5;5
91;validation;student;female;21-25;young;academic;student; ;4;5;5;4;6;5;4;4;4;3;3;4;4;3;4;4;3;2;3;4;4;4;4;4;;4;5;3;2;4;4;3
685;validation;student;female;46-55;old;academic;other; ;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;3;5;4;5;4;3;5;5;5;1;3;4;4;5
764;validation;company;female;46-55;old; ;working;employee;3;4;4;4;3;3;3;3;3;4;4;5;3;3;4;2;2;4;3;3;5;3;4;3;4;2;5;2;4;2;4;4
447;validation;company;female;46-55;old; ;working;employee;5;4;4;4;4;3;2;5;3;2;3;2;2;5;4;1;3;2;1;6;4;3;3;5;3;3;4;0;4;1;6;4
85;validation;daycare;female; ; ;collegevocational;working;employee;5;5;5;6;5;5;4;5;5;6;6;5;5;5;5;4;5;5;2;5;3;5;5;4;5;4;5;0;2;5;5;5
607;validation;daycare;female; ; ;collegevocational;working;employee;4;6;5;5;3;3;3;4;5;5;5;5;3;5;5;4;3;5;3;5;3;4;6;5;6;4;4;3;2;6;5;3
395;validation;daycare;female; ; ;collegevocational;working;employee;4;5;4;4;4;3;4;4;5;4;4;4;3;3;4;2;3;3;3;4;3;5;4;3;4;5;4;2;1;4;3;5
835;validation;daycare;female; ; ;collegevocational;working;employee;5;5;5;5;4;3;5;6;5;5;4;5;4;4;4;5;5;4;3;5;2;5;4;5;5;4;6;1;3;5;5;5
819;validation;daycare;female; ; ;collegevocational;working;employee;4;4;4;4;4;4;4;4;4;5;5;5;4;4;;4;4;5;2;5;3;5;5;4;5;4;4;3;3;4;4;4
629;validation;daycare;female; ; ;collegevocational;working;employee;5;5;5;5;5;4;5;5;4;4;4;5;3;3;5;4;5;5;1;5;3;5;5;4;5;4;5;2;;5;4;5
160;validation;student;female;36-45;old;collegevocational;student; ;3;4;4;3;3;2;3;3;3;4;4;4;2;4;4;5;4;5;4;4;3;4;5;3;5;2;4;4;4;4;4;3
158;validation;company;female;56-65;old; ;working;employee;4;5;5;4;5;4;5;5;0;4;3;5;0;3;5;3;4;5;0;5;2;5;6;4;6;4;5;2;3;6;4;4
183;validation;company;female;56-65;old; ;working;employee;5;4;4;4;5;4;5;5;3;4;5;4;3;3;4;;5;4;1;3;5;4;4;3;3;5;5;1;3;2;4;4
350;validation;daycare;female; ; ;collegevocational;working;employee;4;4;4;4;3;3;4;4;4;5;4;5;3;4;4;4;5;4;2;4;2;4;5;4;5;4;5;2;2;4;5;4
193;validation;daycare;female; ; ;collegevocational;working;employee;4;4;4;4;4;5;5;4;4;4;4;5;3;3;5;3;4;5;2;5;3;4;5;4;4;4;5;3;2;4;5;4
1 114;validation;daycare;female; ; ;collegevocational;working;employee;3;3;3;3;4;5;4;3;4;4;4;4;4;3;6;3;4;3;2;6;4;4;3;4;5;4;4;4;3;3;3;4
228;validation;daycare;female; ; ;collegevocational;working;employee;5;5;4;5;6;5;5;6;5;5;5;4;4;4;4;5;5;5;3;5;4;5;5;5;5;5;5;2;3;5;5;5
161;validation;daycare;female; ; ;collegevocational;working;manager;5;5;5;6;5;4;5;4;6;5;5;5;5;5;5;5;5;6;1;5;3;6;5;4;5;5;5;1;0;6;5;5
605;validation;daycare;female; ; ;collegevocational;working;employee;4;4;4;5;3;3;4;4;4;5;3;4;4;4;4;4;4;4;2;4;2;4;5;4;4;3;4;2;3;4;4;4
1 016;validation;company;female;26-30;young; ;working;employee;4;4;4;4;5;5;6;4;5;6;4;4;4;4;5;4;6;5;1;6;3;4;5;4;5;4;5;1;3;4;4;5
1 179;validation;student;female;21-25;young;academic;student; ;4;3;4;4;3;3;5;2;5;3;4;3;4;2;3;2;4;5;3;5;3;4;4;2;3;3;2;3;3;3;4;3
1 008;validation;company;female;46-55;old; ;working;employee;5;5;4;5;5;5;5;5;6;5;5;5;5;4;5;3;6;4;1;6;1;5;4;5;5;5;5;1;1;5;4;5
987;validation;student;female;46-55;old;academic;student; ;4;3;5;5;4;4;2;4;4;3;5;4;2;4;5;5;4;3;3;4;4;4;5;4;5;4;4;3;3;3;5;4
845;validation;daycare;female; ; ;collegevocational;working;employee;4;5;5;6;6;3;6;3;5;5;4;4;5;5;5;3;5;6;4;5;4;5;5;3;6;5;5;1;0;5;5;5
873;validation;daycare;female; ; ;collegevocational;working;manager;4;5;4;5;5;4;5;5;6;5;5;5;5;4;5;4;5;5;2;6;1;5;6;4;5;4;6;1;0;4;6;6
793;validation;daycare;female; ; ;collegevocational;working;employee;4;4;3;5;4;4;4;;4;6;6;5;5;5;6;5;5;6;3;6;3;5;6;4;4;5;4;3;3;5;4;4
188;validation;daycare;female; ; ;collegevocational;working;employee;3;5;4;3;3;3;4;3;5;4;3;5;3;3;4;4;5;5;2;5;2;5;5;4;4;3;5;1;4;5;4;4
859;validation;student;female;21-25;young;academic;working; ;4;5;5;5;5;4;5;4;5;1;4;3;5;4;1;1;1;5;5;4;3;6;5;4;4;4;3;1;0;3;4;5
452;validation;daycare;female; ; ;collegevocational;working;manager;6;6;5;6;5;5;5;6;6;5;6;5;5;5;5;5;5;5;1;5;1;5;5;4;5;4;6;1;0;6;5;6
1 213;validation;company;female;56-65;old; ;working;employee;4;5;5;3;5;5;3;4;4;5;5;4;3;3;5;3;4;4;2;3;1;4;5;5;5;3;5;2;2;5;4;5
550;validation;company;female;26-30;young; ;working;employee;4;4;4;4;3;5;5;4;4;4;5;5;3;3;4;3;3;2;4;6;2;3;4;3;5;3;4;2;2;4;4;3
279;validation;daycare;female; ; ;collegevocational;working;employee;5;6;5;5;5;5;5;5;5;6;4;6;3;3;5;5;5;5;0;6;3;5;5;4;6;5;5;2;0;6;5;5
1 135;validation;daycare;female; ; ;collegevocational;working;employee;4;4;5;5;5;3;4;4;5;4;5;4;4;5;4;4;4;4;1;5;3;3;5;4;4;4;5;3;2;5;5;4
841;validation;student;female;21-25;young;academic;student; ;3;3;4;5;4;4;3;4;4;3;4;6;4;4;3;5;3;3;3;3;4;3;5;3;5;3;5;3;6;3;3;3
118;validation;student;female;21-25;young;academic;student; ;3;4;4;3;2;2;3;3;4;4;4;4;3;3;4;3;4;3;1;4;3;3;4;2;3;3;3;2;2;4;4;3
947;validation;company;female;56-65;old; ;working;employee;5;5;4;4;5;3;4;5;4;5;5;6;4;4;6;4;6;4;2;5;3;5;6;3;6;4;5;2;1;5;5;4
929;validation;student;female;46-55;old;academic;working; ;4;5;3;4;3;4;4;3;4;3;4;4;3;3;3;3;4;3;2;3;4;5;4;3;5;4;3;4;4;4;3;3
732;validation;student;female;16-20;young;academic;student; ;5;6;6;6;6;6;6;6;4;6;6;6;;5;6;5;6;0;3;6;3;6;5;4;5;3;6;1;1;6;6;6
1 211;validation;daycare;female; ; ;collegevocational;working;employee;5;5;5;5;4;5;5;5;5;6;5;5;4;4;5;4;5;6;3;5;3;5;5;5;5;5;6;1;3;5;5;5
422;validation;student;female;26-30;young;academic;working; ;2;3;3;2;1;2;3;3;5;5;5;4;2;2;3;2;5;4;4;4;4;3;2;3;4;2;3;3;4;2;3;3
810;validation;daycare;female; ; ;collegevocational;working;employee;4;4;4;5;4;5;5;4;5;5;5;5;5;4;5;3;5;4;4;4;5;5;5;3;5;4;5;3;2;3;4;4
679;validation;daycare;female; ; ;collegevocational;working;employee;4;4;4;6;5;4;6;4;4;5;4;5;4;4;6;3;5;5;1;4;2;5;5;4;4;5;5;0;0;5;5;5
744;validation;daycare;female; ; ; ;working;employee;4;5;4;5;4;4;5;5;5;5;5;4;4;5;5;2;3;5;1;6;1;5;5;4;5;4;5;2;1;5;5;4
528;validation;daycare;female; ; ;collegevocational;working;employee;5;4;5;5;4;4;3;5;5;4;4;4;3;3;4;3;4;3;3;4;2;4;4;3;4;4;5;2;2;3;5;4
1 023;validation;daycare;female; ; ;academic;working;employee;4;3;4;5;4;5;3;4;5;5;3;5;4;4;5;3;4;4;3;6;3;5;5;3;5;4;4;3;3;5;4;4
1 173;validation;daycare;female; ; ;collegevocational;working;manager;4;5;4;6;5;5;6;5;6;6;5;5;5;5;6;5;6;6;0;5;2;6;6;4;5;4;6;1;1;5;5;6
617;validation;student;female;26-30;young;academic;working; ;4;5;4;4;5;4;4;4;4;4;4;4;4;3;4;4;3;6;2;6;4;4;4;4;3;3;2;2;3;4;4;4
1 060;validation;daycare;female; ; ;collegevocational;working;employee;6;6;6;5;5;6;4;5;5;6;6;6;5;6;6;6;5;5;0;6;0;6;6;6;6;6;5;0;0;6;6;6
1 046;validation;daycare;female; ; ;collegevocational;working;employee;3;3;2;4;4;4;5;3;4;3;3;3;2;3;4;1;2;4;3;4;3;4;4;2;2;6;2;3;3;4;3;3
252;validation;daycare;female; ; ;collegevocational;working;employee;3;4;4;4;3;4;3;4;5;5;4;4;5;3;4;2;3;3;2;5;1;4;4;4;2;4;3;2;1;4;4;4
49;validation;daycare;female; ; ;collegevocational;working;manager;4;3;4;4;5;5;5;3;4;5;4;4;3;2;4;2;5;5;4;4;2;4;4;2;5;4;4;2;1;4;4;4
1 073;validation;daycare;female; ; ;collegevocational;working;manager;5;5;5;4;5;6;5;5;6;5;6;6;5;6;6;6;6;5;0;6;0;6;6;3;6;4;5;0;0;6;4;5
196;validation;student;female;16-20;young;collegevocational;student; ;2;5;4;4;2;2;3;3;4;4;5;4;4;5;4;3;2;3;2;4;3;4;4;4;4;3;6;3;5;3;3;3
62;validation;daycare;female; ; ;collegevocational;working;employee;5;5;5;6;6;;5;6;6;6;6;6;5;5;6;5;6;4;2;6;3;5;6;5;6;5;5;1;1;5;5;5
893;validation;daycare;female; ; ;collegevocational;working;manager;6;5;6;5;6;6;6;5;6;6;6;4;4;6;5;4;4;5;1;4;3;5;6;3;5;5;5;1;0;5;5;5
483;validation;student;female;21-25;young;academic;student; ;4;5;5;4;5;3;6;5;4;3;4;4;4;5;4;4;6;4;2;6;2;5;4;4;4;3;4;1;1;5;4;5
889;validation;student;female;26-30;young;academic;working; ;4;5;4;4;4;4;4;4;3;4;4;4;4;4;4;4;5;4;3;4;3;4;4;4;4;4;3;3;2;3;3;3
787;validation;daycare;female; ; ;collegevocational;working;employee;5;5;4;5;5;4;4;4;5;5;4;5;4;4;5;3;5;5;2;5;3;5;4;3;5;5;3;1;0;5;5;4
9;validation;student;female;46-55;old;academic;working; ;1;3;3;3;2;1;3;3;2;1;3;2;2;3;4;3;3;3;2;4;1;1;1;1;3;1;4;4;1;3;3;2
1 091;validation;student;female;31-35;old;academic;working; ;5;5;5;5;5;4;5;4;5;5;4;5;5;3;5;5;5;4;1;5;1;4;4;2;4;3;2;0;1;5;4;5
1 087;validation;company;female;31-35;old; ;working;employee;5;4;4;5;5;3;5;5;5;5;2;3;3;4;4;4;5;6;2;5;4;5;5;3;5;3;5;2;3;4;4;4
163;validation;daycare;female; ; ;collegevocational;working;employee;5;5;4;5;5;5;6;4;5;5;5;4;5;5;4;4;4;4;3;5;0;5;4;4;4;5;4;0;0;4;4;5
705;validation;daycare;female; ; ;academic;working;manager;5;5;5;5;6;6;5;6;4;5;4;5;5;4;4;5;6;5;0;6;2;5;5;5;5;6;5;2;1;4;5;5
415;validation;daycare;female; ; ;collegevocational;working;employee;4;5;4;5;5;5;5;5;4;4;5;5;3;5;4;4;6;5;2;5;3;5;4;4;5;4;5;0;1;5;5;6
493;validation;company;female;36-45;old; ;working;employee;3;3;4;4;5;4;5;4;6;5;5;3;3;4;5;3;4;4;4;3;4;4;5;4;4;4;5;3;4;4;3;4
1 139;validation;daycare;female; ; ;collegevocational;working;employee;4;5;5;5;4;4;5;3;5;5;5;4;4;4;5;2;4;4;1;4;2;4;5;5;4;5;5;1;1;4;5;5
1 180;validation;student;female;46-55;old;academic;working; ;4;3;4;4;6;4;5;3;5;4;4;4;2;3;5;4;6;4;3;3;2;4;5;3;4;4;3;4;4;4;3;3
746;validation;daycare;female; ; ;collegevocational;working;employee;3;4;3;5;4;3;3;3;4;4;3;4;3;3;4;4;6;4;3;4;4;4;4;4;5;3;5;3;3;4;3;4
812;validation;daycare;female; ; ;collegevocational;working;manager;4;4;5;5;6;6;6;4;6;6;6;4;6;6;6;3;4;5;3;6;3;6;5;4;4;5;4;2;0;5;4;5
258;validation;daycare;female; ; ;collegevocational;working;employee;5;5;5;5;5;5;6;5;5;4;5;4;2;3;5;4;5;3;2;6;3;5;4;3;5;5;5;1;3;4;5;5
131;validation;student;female;21-25;young;collegevocational;student; ;3;5;4;2;4;4;5;3;2;4;3;4;1;3;4;4;3;3;4;4;3;3;4;3;4;4;4;1;3;4;5;5
953;validation;daycare;female; ; ;collegevocational;working;employee;4;6;6;4;3;4;3;5;4;;;4;3;3;5;4;5;3;1;5;2;4;5;5;5;4;;;2;5;5;4
632;validation;daycare;female; ; ;collegevocational;working;manager;4;5;5;5;5;5;5;4;5;5;5;5;4;4;5;4;5;5;2;5;2;5;5;4;5;5;4;1;1;5;5;5
224;validation;student;female;21-25;young;collegevocational;student; ;4;5;4;3;3;4;4;4;3;5;3;5;3;3;4;4;4;6;3;4;4;4;5;4;4;2;6;2;3;4;4;5
382;validation;student;female;46-55;old;academic;working; ;5;5;5;5;5;4;4;5;5;5;5;5;4;5;5;5;6;3;3;4;2;5;5;5;5;4;5;1;3;5;5;5
226;validation;daycare;female; ; ; ;working;manager;3;4;4;5;5;4;4;4;5;5;4;5;3;3;4;4;4;4;3;4;3;4;5;3;5;5;;2;3;4;4;4
908;validation;daycare;female; ; ;collegevocational;working;employee;5;5;5;5;6;5;6;5;6;5;5;5;4;5;5;3;4;5;1;6;1;5;5;4;5;4;6;0;1;5;6;6
208;validation;daycare;female; ; ;collegevocational;working;employee;5;5;5;6;5;4;5;4;4;5;5;5;5;3;4;3;5;5;2;4;1;6;6;5;5;5;4;1;2;5;5;5
788;validation;student;female;26-30;young;academic;working; ;3;3;3;6;3;2;3;3;4;4;4;4;3;3;5;3;4;5;4;6;3;4;4;4;4;2;4;3;3;5;4;3
770;validation;student;female;21-25;young;collegevocational;student; ;4;5;4;2;2;2;3;4;3;4;3;4;2;3;5;2;3;4;3;5;1;5;5;2;5;1;3;3;3;2;4;4
905;validation;daycare;female; ; ;collegevocational;working;employee;6;5;5;5;4;4;5;5;6;5;4;5;5;4;4;4;5;4;3;5;3;6;5;4;5;5;5;1;3;5;5;5
751;validation;daycare;female; ; ;collegevocational;working;employee;4;4;5;5;6;5;6;5;4;5;5;5;5;4;5;4;6;6;3;6;2;4;5;;5;5;5;1;2;5;5;5
7;validation;daycare;female; ; ; ;working;employee;5;4;4;6;5;4;5;5;5;5;4;4;4;4;5;4;6;5;3;6;1;5;4;5;5;5;5;0;1;5;4;5
1 148;validation;daycare;female; ; ; ;working;employee;5;5;5;5;5;5;5;4;6;5;5;5;5;5;5;5;5;5;0;5;1;5;5;4;5;4;5;1;1;5;5;5
389;validation;daycare;female; ; ;collegevocational;working;employee;4;5;5;5;5;4;4;5;6;5;5;5;4;4;5;4;5;4;3;4;4;4;5;5;4;5;5;0;2;4;4;6
386;validation;daycare;female; ; ;collegevocational;working;employee;5;5;5;5;5;5;5;5;5;5;5;4;4;5;5;4;5;5;1;5;1;4;5;5;5;4;5;1;2;5;5;5
608;validation;daycare;female; ; ;collegevocational;working;manager;3;4;4;5;5;4;4;4;5;5;4;5;4;4;4;4;3;4;1;5;3;5;4;3;4;4;3;2;2;3;4;4
481;validation;daycare;female; ; ;collegevocational;working;manager;5;5;5;6;5;5;5;4;5;6;5;4;5;5;6;5;4;4;1;5;1;4;5;3;5;4;5;0;1;5;4;6
238;validation;daycare;female; ; ;collegevocational;working;employee;5;4;5;5;5;5;5;5;5;4;4;4;5;4;5;5;6;5;3;6;3;6;4;4;5;5;6;3;2;4;5;4
802;validation;student;female;21-25;young;academic;student; ;5;4;5;6;6;4;6;5;5;5;5;6;3;4;5;4;6;4;3;6;4;6;5;4;4;4;5;1;0;5;4;4
843;validation;student;female;21-25;young;collegevocational;student; ;3;4;5;4;1;3;5;5;3;4;4;3;1;2;1;4;2;4;3;4;1;3;5;6;4;1;2;3;4;5;2;2
794;validation;daycare;female; ; ;collegevocational;working;employee;5;5;5;5;5;4;6;5;6;5;5;5;4;;5;4;5;5;1;5;1;5;6;5;6;5;6;0;0;4;5;6
466;validation;daycare;female; ; ;academic;working;employee;4;4;4;5;3;4;4;3;5;6;4;5;3;3;6;3;4;5;3;4;2;3;;4;5;3;5;1;2;3;4;4
501;validation;student;female;21-25;young;academic;student; ;4;3;4;5;3;4;3;4;4;4;4;4;3;3;4;3;3;4;3;4;4;4;4;3;4;3;4;1;2;3;4;4
103;validation;student;female;46-55;old;academic;working; ;4;5;4;4;4;4;5;4;4;3;4;4;4;3;4;3;3;4;3;6;3;5;4;3;4;4;5;1;2;3;5;4
80;validation;daycare;female; ; ;collegevocational;working;employee;5;5;5;5;4;5;4;4;5;4;5;5;5;3;4;3;4;4;2;5;2;5;4;4;4;5;3;1;3;4;5;6
767;validation;daycare;female; ; ;collegevocational;working;manager;4;5;4;5;5;4;4;4;5;5;4;4;4;4;4;3;5;4;3;5;2;5;4;4;4;4;5;2;2;5;5;5
468;validation;daycare;female; ; ;collegevocational;working;employee;4;3;4;6;5;5;3;4;4;5;6;5;5;4;5;4;5;4;3;5;2;4;4;3;5;4;4;2;1;4;4;4
329;validation;daycare;female; ; ;academic;working;employee;3;4;4;4;5;3;3;3;4;3;3;2;3;3;5;4;3;2;5;2;5;4;2;3;3;3;2;5;2;2;3;3
50;validation;student;female;46-55;old;academic;working; ;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;5;5;1;5;1;5;5;5;5;5;4;0;1;5;5;5
92;validation;daycare;female; ; ;collegevocational;working;employee;4;5;5;5;3;5;4;4;5;5;4;5;5;4;5;3;3;4;3;4;2;4;5;4;4;4;4;1;3;5;4;5
826;validation;daycare;female; ; ;collegevocational;working;employee;4;4;5;4;4;4;4;4;6;4;5;4;5;3;5;4;4;4;1;6;2;4;5;4;4;4;4;1;1;4;5;5
234;validation;student;female;36-45;old;academic;other; ;4;5;5;6;6;6;6;5;1;3;4;5;3;3;3;3;5;4;1;5;5;4;5;6;3;5;4;3;5;5;4;6
144;validation;company;female; ; ; ;working;employee;4;5;4;4;3;4;4;3;3;4;4;3;4;4;4;4;5;2;2;5;4;2;3;4;4;5;5;2;2;5;5;5
87;validation;daycare;female; ; ;collegevocational;working;employee;3;4;3;4;5;3;6;3;5;4;4;4;3;3;3;4;4;4;3;6;4;4;4;3;5;4;5;4;3;4;4;4
994;validation;student;female;16-20;young;collegevocational;student; ;4;6;6;3;3;4;4;4;5;4;6;5;5;4;4;4;3;;2;4;4;4;3;4;5;3;4;2;2;4;5;4
598;validation;company;female;36-45;old; ;working;employee;4;5;4;4;5;4;4;4;5;6;5;5;4;4;6;3;4;4;1;5;0;4;5;4;4;4;5;0;1;5;5;4
1 120;validation;company;female;36-45;old; ;working;employee;4;3;5;3;5;5;4;4;4;4;4;5;3;4;5;4;6;3;3;5;3;6;4;4;5;2;5;1;1;4;5;3
516;validation;daycare;female; ; ;collegevocational;working;employee;4;4;4;4;4;4;4;4;5;4;4;4;4;3;4;4;4;4;2;5;;4;4;3;4;4;4;2;2;4;4;4
602;validation;company;female;46-55;old; ;working;employee;6;4;5;4;3;4;3;4;3;4;3;;3;3;4;2;4;6;3;3;3;6;4;4;5;3;4;1;2;2;5;5
220;validation;company;female;56-65;old; ;working;employee;1;3;2;2;2;3;4;2;2;4;4;4;1;3;3;3;3;5;3;5;3;3;5;1;5;3;2;3;2;1;4;3
1 143;validation;company;female;36-45;old; ;working;employee;4;4;4;4;6;4;3;3;4;4;4;3;3;3;4;3;3;4;3;5;3;4;4;3;3;4;4;3;3;4;4;4
555;validation;daycare;female; ; ;collegevocational;working;employee;4;5;5;5;6;;5;4;5;5;5;5;4;3;5;;6;4;3;3;2;;6;4;5;5;4;0;2;;5;5
446;validation;daycare;female; ; ;academic;working;employee;5;4;4;5;4;4;4;4;6;5;4;4;4;3;5;3;4;4;3;5;4;5;5;4;5;4;5;1;2;5;5;4
204;validation;daycare;female; ; ;collegevocational;working;employee;3;4;3;3;4;4;3;2;4;3;3;4;3;3;3;3;3;4;3;4;3;4;4;3;4;4;4;2;2;3;4;4
636;validation;student;female;26-30;young;academic;student; ;4;4;5;3;5;4;5;5;5;4;2;3;4;3;5;3;6;6;1;5;5;5;4;4;4;5;4;1;3;5;5;3
1 007;validation;daycare;female; ; ;collegevocational;working;manager;5;5;5;5;5;5;5;5;6;5;5;5;4;5;5;5;5;5;1;5;1;6;5;4;6;4;5;1;0;6;5;5
495;validation;daycare;female; ; ;collegevocational;working;employee;5;6;6;5;6;5;6;5;3;6;5;6;3;5;6;4;6;6;1;3;1;6;6;4;5;5;6;1;1;5;5;5
626;validation;student;female;36-45;old;academic;other; ;5;5;5;5;4;4;5;5;4;5;5;5;4;5;5;4;5;5;2;3;3;6;6;5;5;4;6;1;4;5;5;5
26;validation;company;female;26-30;young; ;working;employee;3;5;3;5;4;4;6;4;3;4;3;4;3;3;5;2;4;6;1;5;1;4;5;3;3;3;5;1;0;5;5;6
1 158;validation;daycare;female; ; ;collegevocational;working;employee;4;4;4;4;5;4;6;4;4;4;4;4;3;3;5;3;4;3;3;4;4;4;4;4;5;5;4;2;3;4;4;4
694;validation;company;female;36-45;old; ;working;employee;5;5;5;5;4;5;4;5;5;5;5;5;4;4;5;4;5;3;2;5;3;5;5;5;5;5;4;2;2;4;4;5
470;validation;daycare;female; ; ;collegevocational;working;employee;3;4;3;4;4;3;4;3;4;5;4;4;4;3;3;3;4;3;3;4;3;4;3;3;4;3;3;3;3;3;3;4
396;validation;student;female;46-55;old; ; ; ;4;4;4;5;5;5;4;4;5;5;4;5;5;5;4;2;4;4;3;4;1;4;5;2;4;3;2;4;3;5;4;4
46;validation;daycare;female; ; ;collegevocational;working;employee;3;4;4;4;4;3;4;3;4;5;3;5;3;4;5;4;4;4;4;5;2;3;4;3;4;2;5;2;2;3;5;4
534;validation;daycare;female; ; ;collegevocational;working;manager;4;5;5;4;5;4;5;4;6;6;5;5;4;5;5;4;6;5;2;5;4;4;4;3;5;4;5;2;1;5;4;5
