case;set;source;sex;age;agecat;education;profstatus;position;si1;si2;si3;si17;si13;si14;si15;si4;si25;si5;si26;si6;si27;si28;si7;si18;si20;si21;si9;si10;si11;si22;si8;si23;si19;si16;si29;si30;si12;si24;si31;si32
277;learning;student;female;21-25;young;academic;student; ;4;4;4;6;5;5;3;4;4;6;5;5;2;4;6;4;5;5;1;5;4;4;5;5;5;4;5;3;3;5;5;4
515;learning;student;female;26-30;young;collegevocational;student; ;6;6;6;5;6;5;5;6;6;4;4;4;3;3;3;6;5;0;1;6;1;4;3;5;5;3;6;1;2;6;3;4
28;learning;daycare;female; ; ; ;working;manager;5;4;4;4;5;5;5;4;4;5;5;4;5;4;4;4;4;3;3;4;2;5;4;4;4;5;4;1;2;4;5;5
517;learning;company;female;46-55;old; ;working;manager;4;5;4;6;5;4;4;4;5;4;5;5;5;3;5;5;5;5;3;4;2;6;5;3;5;3;5;2;2;5;5;5
727;learning;student;female;21-25;young;academic;student; ;3;4;3;4;4;3;5;4;3;4;3;5;4;3;4;2;3;2;4;5;3;4;4;3;2;2;3;2;2;4;3;4
477;learning;company;female;46-55;old; ;working;employee;4;5;4;3;3;3;4;4;4;4;4;5;3;3;5;4;5;3;2;4;3;4;4;3;5;4;4;1;2;5;5;5
112;learning;company;female;31-35;old; ;working;employee;5;5;4;6;5;4;;6;3;6;5;5;4;3;5;4;5;5;5;6;3;;6;4;6;4;5;0;2;3;4;5
113;learning;student;female;46-55;old;collegevocational;working; ;3;4;3;5;5;4;6;2;4;4;5;3;3;4;;3;6;2;4;4;2;3;3;3;4;5;3;3;1;3;3;3
861;learning;company;female;26-30;young; ;working;employee;2;3;3;3;2;2;3;3;5;5;3;4;2;4;5;3;3;6;3;4;3;3;5;3;4;2;3;3;3;3;4;3
1 020;learning;daycare;female; ; ;academic;working;employee;5;5;5;6;5;5;6;5;5;5;6;5;5;5;5;5;6;6;2;5;1;5;4;5;5;5;5;1;3;5;5;6
854;learning;daycare;female; ; ;collegevocational;working;employee;5;4;4;6;6;5;6;5;5;6;5;6;3;4;5;5;5;5;3;5;2;5;5;5;6;5;6;2;1;5;5;5
1 064;learning;company;female;36-45;old; ;working;manager;4;5;5;5;5;4;4;4;3;5;5;4;4;4;5;4;6;5;3;6;3;4;5;4;4;4;5;1;3;5;5;4
986;learning;daycare;female; ; ;collegevocational;working;employee;5;4;5;6;4;4;5;4;6;5;3;4;3;3;4;5;4;3;2;5;2;4;6;3;5;4;4;2;2;4;4;4
38;learning;daycare;female; ; ;collegevocational;working;employee;5;4;5;5;6;5;5;5;6;6;4;5;4;4;6;4;5;4;3;5;1;5;6;4;5;5;5;2;1;5;5;5
365;learning;company;female;56-65;old; ;working;employee;4;5;4;4;4;3;6;4;5;5;4;4;3;4;5;3;5;4;2;5;2;4;5;4;4;3;5;3;3;4;4;4
270;learning;daycare;female; ; ;collegevocational;working;employee;3;2;3;4;6;5;4;4;5;3;3;4;4;3;4;3;3;4;3;4;4;4;4;4;5;4;5;0;2;5;4;5
51;learning;daycare;female; ; ;collegevocational;working;employee;5;5;6;6;6;6;6;6;5;6;5;6;4;5;6;6;5;6;1;6;3;6;6;5;6;6;5;2;3;5;6;6
894;learning;student;female;21-25;young;academic;working; ;5;5;5;6;5;5;4;5;3;6;4;6;3;3;5;6;6;6;2;6;1;4;5;4;4;4;6;2;3;5;4;4
276;learning;daycare;female; ; ;collegevocational;working;employee;5;5;6;5;5;5;6;5;6;6;5;5;6;4;6;4;5;4;2;6;1;5;6;5;5;5;5;1;2;6;6;6
781;learning;daycare;female; ; ;collegevocational;working;manager;4;4;4;4;5;4;5;4;5;4;4;4;4;4;4;4;4;4;3;4;3;4;4;4;4;4;5;1;1;4;5;5
926;learning;daycare;female; ; ;collegevocational;working;employee;5;5;5;5;5;5;4;5;5;5;6;5;4;5;5;5;6;5;2;5;2;5;6;5;6;5;5;1;2;5;4;6
890;learning;daycare;female; ; ;collegevocational;working;employee;5;5;5;6;6;5;6;4;6;6;1;6;4;4;4;5;6;6;1;6;4;6;5;5;5;5;6;0;0;6;5;6
558;learning;student;female;21-25;young;academic;student; ;4;4;4;6;4;3;4;3;4;5;6;5;3;4;5;5;6;4;2;5;4;3;5;4;5;3;5;3;5;4;3;5
740;learning;daycare;female; ; ;collegevocational;working;employee;4;5;4;5;4;4;5;4;5;6;6;6;4;6;5;4;6;5;1;4;3;4;6;5;5;5;5;1;2;4;4;5
1 031;learning;company;female;26-30;young; ;working;employee;4;4;4;5;5;4;4;4;3;4;3;4;3;3;4;3;3;4;3;3;4;4;4;3;4;3;5;2;3;4;4;3
249;learning;company;female;36-45;old; ;working;employee;4;5;4;5;4;4;4;5;5;6;6;6;5;5;6;2;6;6;1;6;2;5;6;4;4;4;4;2;0;5;4;5
1 024;learning;daycare;female; ; ;collegevocational;working;employee;4;5;4;4;5;3;5;4;5;4;5;4;2;4;4;3;4;4;1;3;1;4;5;5;4;5;5;1;1;4;4;5
143;learning;company;female;36-45;old; ;working;employee;4;4;4;4;4;4;5;4;3;3;4;4;3;3;4;3;4;4;3;4;3;4;4;3;4;3;5;1;2;4;4;4
786;learning;company;female;46-55;old; ;working;employee;3;4;4;5;3;3;3;4;3;4;5;4;2;1;4;3;3;6;3;5;1;4;5;3;4;3;4;2;2;5;4;3
184;learning;company;female;26-30;young; ;working;employee;3;4;3;4;5;3;5;4;2;3;3;3;3;2;4;3;4;3;3;5;3;3;4;4;3;2;4;3;3;4;4;3
425;learning;daycare;female; ; ;collegevocational;working;employee;5;5;5;4;5;3;5;5;4;6;4;5;3;1;6;5;6;6;2;5;1;5;5;5;4;5;4;3;3;6;5;5
385;learning;company;female;56-65;old; ;working;employee;3;5;4;3;4;3;3;4;4;4;4;4;4;3;4;3;4;4;2;4;3;4;4;3;4;3;4;3;3;3;4;4
1 149;learning;daycare;female; ; ;collegevocational;working;manager;4;5;4;6;5;4;5;4;6;5;5;5;5;4;5;4;4;5;1;5;1;6;5;4;4;5;5;1;0;5;5;5
401;learning;student;female;26-30;young;academic;working; ;3;4;4;3;3;4;5;4;3;3;5;4;3;4;4;3;4;4;4;4;5;4;4;2;3;3;4;2;3;4;4;4
510;learning;daycare;female; ; ;academic;working;employee;6;5;5;6;5;6;6;6;5;6;5;5;5;5;6;5;6;5;1;6;2;6;5;5;6;5;5;1;1;5;6;6
840;learning;daycare;female; ; ;collegevocational;working;employee;4;5;4;4;5;4;5;4;4;5;4;5;3;3;4;4;4;4;3;4;2;4;4;3;4;3;4;2;3;4;4;4
